,content_url,listing_price,time_posted,title
98,sfbay.craigslist.org/pen/apa/6046613267.html,2975.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=33, tm_sec=56, tm_wday=3, tm_yday=75, tm_isdst=-1)",1st Floor 1 Bed 1 Bath On The Water With Private Views!
99,sfbay.craigslist.org/pen/apa/6046604731.html,2688.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=28, tm_sec=56, tm_wday=3, tm_yday=75, tm_isdst=-1)",One Bedroom Apartment Home in Beautiful Belmont Setting!
100,sfbay.craigslist.org/pen/apa/6046589894.html,3107.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=16, tm_hour=10, tm_min=20, tm_sec=1, tm_wday=3, tm_yday=75, tm_isdst=-1)","Renovated Waterfront 1B1B with Upgraded Appliances, Hardwood Floors!"
101,sfbay.craigslist.org/pen/apa/6046432645.html,3395.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=16, tm_hour=8, tm_min=48, tm_sec=13, tm_wday=3, tm_yday=75, tm_isdst=-1)",RYAN TOWER LIVING
102,sfbay.craigslist.org/pen/apa/6046422380.html,2545.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=16, tm_hour=8, tm_min=42, tm_sec=7, tm_wday=3, tm_yday=75, tm_isdst=-1)",THE RISE OF RYAN TOWER
103,sfbay.craigslist.org/pen/apa/6045964461.html,2415.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=21, tm_min=0, tm_sec=4, tm_wday=2, tm_yday=74, tm_isdst=-1)",Downtown Beautiful Redwood City 1 Bedroom Apartment Available!
104,sfbay.craigslist.org/pen/apa/6045927373.html,2998.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=17, tm_sec=10, tm_wday=2, tm_yday=74, tm_isdst=-1)",Spacious Two Bedroom in a Location Close to Everything!
105,sfbay.craigslist.org/pen/apa/6045926480.html,2698.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=15, tm_sec=0, tm_wday=2, tm_yday=74, tm_isdst=-1)","Spacious 1 Bedroom, Minutes from Downtown Burlingame Shopping!"
106,sfbay.craigslist.org/pen/apa/6045929811.html,2978.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=13, tm_sec=19, tm_wday=2, tm_yday=74, tm_isdst=-1)",Beautiful 1 BR - Close Proximity to Cal-Train & Major Highways!
107,sfbay.craigslist.org/pen/apa/6045929460.html,2978.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=12, tm_sec=52, tm_wday=2, tm_yday=74, tm_isdst=-1)",#211 Newly Renovated Kitchen with Stainless Steel Appliances!
108,sfbay.craigslist.org/pen/apa/6045929025.html,3398.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=12, tm_sec=19, tm_wday=2, tm_yday=74, tm_isdst=-1)",Spacious 2x2 W/ Complementary Wi-Fi inside your new home!
109,sfbay.craigslist.org/pen/apa/6045928320.html,2998.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=20, tm_min=11, tm_sec=25, tm_wday=2, tm_yday=74, tm_isdst=-1)",Modern Finishes w/ Granite Countertops & Designer Cabinetry-Call now!
110,sfbay.craigslist.org/pen/apa/6045764053.html,3100.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=17, tm_min=14, tm_sec=33, tm_wday=2, tm_yday=74, tm_isdst=-1)",3 bedroom / 1.5 half bath
111,sfbay.craigslist.org/pen/apa/6045761921.html,3390.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=17, tm_min=12, tm_sec=36, tm_wday=2, tm_yday=74, tm_isdst=-1)",Experience Resort Style Living at the Marston
112,sfbay.craigslist.org/pen/apa/6045691621.html,3207.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=16, tm_min=10, tm_sec=53, tm_wday=2, tm_yday=74, tm_isdst=-1)","W/D in Unit, Private Balcony, Dual Vanity, Large Walk In Closet"
113,sfbay.craigslist.org/pen/apa/6027841851.html,2495.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=15, tm_min=46, tm_sec=9, tm_wday=2, tm_yday=74, tm_isdst=-1)",Updated Unit in Beautiful Emerald Hills!
114,sfbay.craigslist.org/pen/apa/6045661274.html,2647.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=15, tm_min=46, tm_sec=8, tm_wday=2, tm_yday=74, tm_isdst=-1)","Outdoor Fire Pit and Grilling Area, Call for Details, Schedule a Tour"
115,sfbay.craigslist.org/pen/apa/6045633118.html,2400.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=15, tm_min=23, tm_sec=51, tm_wday=2, tm_yday=74, tm_isdst=-1)","Controlled Access Entry Building, Dishwasher, Walk-In Closet, 55+ Apts"
116,sfbay.craigslist.org/pen/apa/6045599846.html,2750.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=15, tm_min=2, tm_sec=55, tm_wday=2, tm_yday=74, tm_isdst=-1)",Pet Friendly Community with Hiking Trails Steps Away from Your Door!
117,sfbay.craigslist.org/pen/apa/6025476951.html,2939.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=14, tm_min=49, tm_sec=34, tm_wday=2, tm_yday=74, tm_isdst=-1)",Luxury Apartments in Redwood City!
118,sfbay.craigslist.org/pen/apa/6045552235.html,2470.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=14, tm_min=29, tm_sec=57, tm_wday=2, tm_yday=74, tm_isdst=-1)","You've Found Your New Home, Enjoy the features of this spacious 1x1"
119,sfbay.craigslist.org/pen/apa/6045540387.html,3131.0,"time.struct_time(tm_year=1900, tm_mon=3, tm_mday=15, tm_hour=14, tm_min=15, tm_sec=39, tm_wday=2, tm_yday=74, tm_isdst=-1)",Open House- Bright One Bedroom on Top Floor!
